Customer ID,TotalSpent,OrderCount,FirstInvoiceDate,LastInvoiceDate,CustomerLifespan,Recency,PurchaseFrequency
13069.0,5247.01,16,2010-06-14 14:27:00,2010-12-05 11:03:00,173,4,2.77
13078.0,16904.510000000002,32,2009-12-01 09:06:00,2010-12-08 09:07:00,372,1,2.58
13081.0,30867.77,19,2009-12-08 13:58:00,2010-12-03 17:21:00,360,6,1.58
13089.0,57912.03,109,2009-12-02 15:44:00,2010-12-06 14:00:00,368,3,8.89
13090.0,5177.27,12,2010-08-02 13:58:00,2010-12-09 12:12:00,128,0,2.81
13093.0,47111.18,48,2009-12-04 10:32:00,2010-12-01 15:00:00,362,8,3.98
13097.0,7070.06,17,2009-12-01 13:31:00,2010-11-16 09:50:00,349,23,1.46
13102.0,5272.83,14,2010-05-06 13:12:00,2010-12-09 13:38:00,217,0,1.94
13113.0,6379.77,14,2010-03-28 16:13:00,2010-12-08 13:21:00,254,1,1.65
13137.0,4062.29,8,2010-07-25 15:40:00,2010-11-18 13:27:00,115,21,2.09
13141.0,5279.83,12,2009-12-09 13:34:00,2010-11-19 10:51:00,344,20,1.05
13148.0,4905.1900000000005,14,2009-12-07 15:26:00,2010-11-15 17:43:00,343,24,1.22
13157.0,3946.14,5,2010-03-08 11:59:00,2010-10-26 14:42:00,232,44,0.65
13162.0,7587.2,12,2009-12-04 13:59:00,2010-11-24 15:35:00,355,15,1.01
13174.0,6658.91,9,2009-12-04 15:40:00,2010-12-05 16:24:00,366,4,0.74
13178.0,8333.72,10,2009-12-16 14:00:00,2010-11-07 15:50:00,326,32,0.92
13199.0,6615.77,30,2009-12-05 10:11:00,2010-12-08 10:51:00,368,1,2.45
13206.0,8377.32,13,2009-12-07 13:48:00,2010-11-04 16:50:00,332,35,1.17
13225.0,9796.23,9,2009-12-17 09:09:00,2010-10-14 16:26:00,301,56,0.9
13267.0,5236.77,18,2009-12-07 16:56:00,2010-12-08 09:20:00,365,1,1.48
13316.0,7213.84,6,2010-03-10 10:01:00,2010-11-12 10:14:00,247,27,0.73
13317.0,4212.411,13,2009-12-13 11:11:00,2010-11-19 10:06:00,340,20,1.15
13319.0,11236.95,34,2009-12-06 14:46:00,2010-12-09 10:05:00,367,0,2.78
13327.0,6170.1,13,2009-12-18 15:35:00,2010-12-09 15:33:00,355,0,1.1
13329.0,4323.97,7,2009-12-04 15:41:00,2010-12-08 10:11:00,368,1,0.57
13340.0,11364.08,5,2010-02-22 14:54:00,2010-10-18 10:42:00,237,52,0.63
13373.0,4274.94,3,2009-12-06 12:34:00,2010-10-20 10:09:00,317,50,0.28
13381.0,4585.06,6,2009-12-01 15:19:00,2010-11-25 13:30:00,358,14,0.5
13394.0,4101.68,11,2009-12-01 11:58:00,2010-11-25 18:08:00,359,14,0.92
13408.0,23616.422,46,2009-12-04 09:31:00,2010-12-03 09:39:00,364,6,3.79
13418.0,6106.17,15,2009-12-11 12:51:00,2010-12-02 10:46:00,355,7,1.27
13426.0,4526.06,12,2009-12-09 15:16:00,2010-11-22 11:22:00,347,17,1.04
13446.0,3881.89,11,2010-02-14 11:52:00,2010-10-05 18:51:00,233,65,1.42
13448.0,5341.79,8,2009-12-06 12:14:00,2010-12-01 10:53:00,359,8,0.67
13451.0,4213.63,6,2010-03-21 16:13:00,2010-11-23 14:50:00,246,16,0.73
13468.0,7685.54,38,2009-12-03 13:32:00,2010-12-06 13:34:00,368,3,3.1
13488.0,6619.57,11,2010-01-25 10:13:00,2010-12-07 13:01:00,316,2,1.04
13542.0,4006.17,17,2009-12-10 19:53:00,2010-11-28 11:24:00,352,11,1.45
13555.0,4849.91,9,2010-01-19 13:20:00,2010-11-26 11:50:00,310,13,0.87
13564.0,15432.42,35,2009-12-02 11:55:00,2010-12-06 17:26:00,369,3,2.85
13576.0,4834.400000000001,11,2009-12-08 15:12:00,2010-12-01 17:24:00,358,8,0.92
13590.0,4367.67,12,2009-12-01 13:37:00,2010-11-29 11:40:00,362,10,0.99
13599.0,5013.96,14,2009-12-01 12:30:00,2010-12-08 10:13:00,371,1,1.13
13615.0,5854.84,7,2010-01-28 15:43:00,2010-11-05 13:42:00,280,34,0.75
13629.0,5578.5,8,2010-02-11 17:34:00,2010-10-22 09:48:00,252,48,0.95
13668.0,6726.35,14,2009-12-11 14:28:00,2010-11-21 11:52:00,344,18,1.22
13680.0,7713.25,8,2009-12-04 14:14:00,2010-08-25 13:05:00,263,106,0.91
13687.0,11880.84,1,2010-09-27 16:30:00,2010-09-27 16:30:00,1,73,30.0
13694.0,131443.19,94,2009-12-04 15:26:00,2010-12-01 12:12:00,361,8,7.81
13715.0,7403.95,13,2010-03-11 15:33:00,2010-12-02 08:52:00,265,7,1.47
13734.0,6701.640000000001,4,2010-04-16 08:42:00,2010-07-19 12:04:00,94,143,1.28
13735.0,6927.9800000000005,9,2009-12-13 13:31:00,2010-11-28 13:43:00,350,11,0.77
13756.0,4017.980000000001,10,2009-12-15 15:18:00,2010-12-07 11:41:00,356,2,0.84
13758.0,6123.59,9,2009-12-01 10:06:00,2010-12-08 15:39:00,372,1,0.73
13767.0,18320.17,39,2009-12-01 10:52:00,2010-12-05 13:29:00,369,4,3.17
13777.0,30501.26,37,2009-12-02 09:47:00,2010-12-08 15:35:00,371,1,2.99
13798.0,38683.02,54,2009-12-08 16:21:00,2010-12-02 17:24:00,359,7,4.51
13802.0,21659.69,16,2010-02-16 10:11:00,2010-11-30 12:28:00,287,9,1.67
13831.0,4820.59,13,2009-12-10 14:50:00,2010-12-05 12:13:00,359,4,1.09
13854.0,4144.44,15,2010-01-08 11:28:00,2010-12-09 10:48:00,334,0,1.35
13869.0,5006.62,6,2010-01-17 14:53:00,2010-11-23 13:36:00,309,16,0.58
13881.0,28019.58,23,2010-03-04 14:41:00,2010-11-29 16:24:00,270,10,2.56
13883.0,3860.89,9,2010-02-28 12:53:00,2010-11-01 14:45:00,246,38,1.1
13902.0,34023.26,5,2009-12-15 10:02:00,2010-03-17 13:09:00,92,267,1.63
13931.0,4019.85,9,2009-12-03 10:26:00,2010-11-12 12:12:00,344,27,0.78
13935.0,6116.92,3,2010-02-25 16:01:00,2010-04-22 11:21:00,55,231,1.64
13941.0,6009.34,11,2009-12-16 16:10:00,2010-12-02 10:17:00,350,7,0.94
13952.0,9572.45,12,2009-12-16 09:41:00,2010-11-24 14:29:00,343,15,1.05
13958.0,4709.2300000000005,8,2009-12-05 13:12:00,2010-11-25 10:11:00,354,14,0.68
13969.0,4311.93,18,2010-03-25 13:15:00,2010-12-09 19:32:00,259,0,2.08
13983.0,4505.02,10,2009-12-09 13:53:00,2010-12-08 10:38:00,363,1,0.83
13999.0,5600.45,17,2009-12-05 12:42:00,2010-11-30 09:46:00,359,9,1.42
14016.0,7012.2,7,2010-01-08 14:12:00,2010-11-08 15:42:00,304,31,0.69
14025.0,4057.9,8,2010-05-05 09:56:00,2010-09-01 10:11:00,119,99,2.02
14028.0,10396.5,3,2010-06-07 12:02:00,2010-06-07 13:33:00,1,185,90.0
14030.0,5902.2,14,2009-12-10 17:27:00,2010-12-08 16:29:00,362,1,1.16
14031.0,23712.31,27,2009-12-03 15:35:00,2010-12-09 17:34:00,371,0,2.18
14040.0,9030.65,23,2009-12-01 12:14:00,2010-11-18 13:01:00,352,21,1.96
14045.0,9653.28,13,2010-01-08 10:08:00,2010-12-01 11:32:00,327,8,1.19
14049.0,7557.309999999999,9,2010-04-01 14:52:00,2010-11-17 10:44:00,229,22,1.18
14051.0,6823.610000000001,15,2009-12-03 11:53:00,2010-12-08 12:49:00,370,1,1.22
14062.0,15139.35,12,2009-12-10 14:28:00,2010-11-30 11:00:00,354,9,1.02
14063.0,9471.5,7,2009-12-08 13:46:00,2010-01-22 11:28:00,44,321,4.77
14081.0,4435.58,9,2009-12-10 18:27:00,2010-12-05 15:47:00,359,4,0.75
14085.0,5641.43,15,2009-12-08 13:41:00,2010-12-06 12:39:00,362,3,1.24
14088.0,13544.99,3,2010-10-14 19:46:00,2010-10-29 10:31:00,14,41,6.43
14091.0,9530.08,2,2010-01-10 13:41:00,2010-02-23 15:17:00,44,289,1.36
14101.0,3985.14,7,2010-03-28 13:36:00,2010-11-16 14:54:00,233,23,0.9
14105.0,4722.6,4,2009-12-18 16:57:00,2010-10-27 11:53:00,312,43,0.38
14110.0,7304.8,21,2009-12-01 09:50:00,2010-09-30 17:13:00,303,70,2.08
14113.0,5252.1900000000005,12,2009-12-08 07:42:00,2010-11-29 15:53:00,356,10,1.01
14134.0,11123.35,15,2009-12-10 09:25:00,2010-11-22 12:26:00,347,17,1.3
14135.0,4953.61,11,2009-12-02 08:58:00,2010-12-07 12:37:00,370,2,0.89
14145.0,3857.85,3,2010-04-08 09:47:00,2010-09-06 09:53:00,151,94,0.6
14146.0,5259.3,7,2010-01-13 16:04:00,2010-11-21 15:55:00,311,18,0.68
14154.0,5115.08,6,2010-01-13 12:47:00,2010-11-23 17:53:00,314,16,0.57
14156.0,186849.0,91,2009-12-01 12:30:00,2010-12-03 11:48:00,366,6,7.46
14160.0,8421.47,7,2010-01-10 12:06:00,2010-04-08 14:30:00,88,245,2.39
14175.0,4456.58,5,2010-03-22 10:43:00,2010-10-17 13:59:00,209,53,0.72
14194.0,7321.07,15,2010-01-06 12:16:00,2010-11-12 12:26:00,310,27,1.45
14210.0,3955.68,11,2010-01-06 10:17:00,2010-12-03 12:43:00,331,6,1.0
14243.0,4842.28,8,2010-08-20 13:41:00,2010-12-09 08:34:00,110,0,2.18
14249.0,5625.461,12,2010-01-29 14:21:00,2010-10-25 12:34:00,268,45,1.34
14258.0,19381.36,16,2009-12-04 08:36:00,2010-11-09 10:08:00,340,30,1.41
14277.0,12637.16,5,2009-12-13 15:43:00,2010-10-24 12:44:00,314,46,0.48
14282.0,4120.32,11,2010-02-15 11:22:00,2010-12-07 12:21:00,295,2,1.12
14286.0,3851.01,4,2009-12-04 08:40:00,2010-10-31 15:39:00,331,39,0.36
14291.0,4020.85,12,2009-12-09 10:46:00,2010-11-24 09:47:00,349,15,1.03
14292.0,4354.32,7,2010-03-19 11:10:00,2010-10-25 12:18:00,220,45,0.95
14298.0,39667.19,38,2009-12-11 13:49:00,2010-11-29 13:35:00,352,10,3.24
14299.0,10533.87,19,2009-12-02 10:58:00,2010-12-09 10:30:00,371,0,1.54
14329.0,4912.38,8,2009-12-16 15:31:00,2010-11-29 15:53:00,348,10,0.69
14395.0,4700.3,12,2010-04-18 13:12:00,2010-12-02 18:15:00,228,7,1.58
14415.0,6191.32,10,2009-12-16 14:08:00,2010-11-25 13:51:00,343,14,0.87
14422.0,6007.88,13,2009-12-17 12:12:00,2010-11-30 10:43:00,347,9,1.12
14426.0,7246.27,7,2010-03-04 14:36:00,2010-11-01 16:24:00,242,38,0.87
14439.0,6781.8,4,2010-01-21 14:01:00,2010-09-22 14:47:00,244,78,0.49
14440.0,4281.05,9,2009-12-02 12:13:00,2010-12-09 12:49:00,372,0,0.73
14461.0,4610.44,10,2010-01-18 12:48:00,2010-11-22 12:33:00,307,17,0.98
14505.0,6090.2,11,2009-12-09 14:48:00,2010-10-31 16:16:00,326,39,1.01
14525.0,3900.49,8,2009-12-13 14:01:00,2010-10-07 19:03:00,298,63,0.81
14527.0,19228.7,68,2009-12-02 12:06:00,2010-12-09 12:32:00,372,0,5.48
14543.0,11276.44,23,2009-12-01 13:47:00,2010-11-24 10:20:00,357,15,1.93
14560.0,3876.26,22,2009-12-02 10:15:00,2010-11-25 09:50:00,357,14,1.85
14606.0,18551.79,97,2009-12-03 12:40:00,2010-12-08 12:08:00,369,1,7.89
14607.0,7568.13,8,2009-12-15 11:25:00,2010-08-29 13:35:00,257,102,0.93
14646.0,247613.5,73,2009-12-02 16:52:00,2010-11-30 16:28:00,362,9,6.05
14648.0,4543.6,15,2009-12-10 13:59:00,2010-10-19 13:12:00,312,51,1.44
14667.0,12654.44,31,2009-12-02 12:38:00,2010-12-09 14:19:00,372,0,2.5
14676.0,5808.55,6,2010-03-10 09:30:00,2010-11-10 12:32:00,245,29,0.73
14680.0,28658.66,43,2009-12-04 12:36:00,2010-12-03 12:05:00,363,6,3.55
14685.0,4619.79,8,2009-12-13 11:32:00,2010-05-12 13:08:00,150,211,1.6
14709.0,3965.29,12,2009-12-05 15:26:00,2010-11-25 11:28:00,354,14,1.02
14733.0,6599.06,4,2010-11-02 15:42:00,2010-12-07 11:30:00,34,2,3.53
14735.0,6174.47,24,2009-12-04 11:32:00,2010-11-16 13:39:00,347,23,2.07
14739.0,8385.22,19,2009-12-02 13:23:00,2010-12-07 14:58:00,370,2,1.54
14755.0,4962.27,14,2009-12-03 16:51:00,2010-11-23 14:42:00,354,16,1.19
14766.0,4082.76,6,2010-06-06 11:11:00,2010-12-08 15:33:00,185,1,0.97
14769.0,5097.13,9,2009-12-16 09:17:00,2010-11-14 13:39:00,333,25,0.81
14828.0,7699.7,10,2009-12-07 11:19:00,2010-11-16 17:23:00,344,23,0.87
14841.0,3867.24,8,2009-12-02 16:49:00,2010-11-30 13:01:00,362,9,0.66
14849.0,7832.91,21,2010-01-10 11:40:00,2010-12-01 12:23:00,325,8,1.94
14855.0,5874.65,5,2010-04-08 10:30:00,2010-08-22 13:37:00,136,109,1.1
14866.0,6450.32,7,2010-09-21 15:14:00,2010-12-08 14:58:00,77,1,2.73
14895.0,13980.83,18,2009-12-10 14:22:00,2010-11-21 13:51:00,345,18,1.57
14911.0,140378.89,183,2009-12-01 11:41:00,2010-12-09 12:17:00,373,0,14.72
14918.0,4345.66,7,2010-04-08 11:18:00,2010-10-31 12:41:00,206,39,1.02
14936.0,4273.79,4,2010-05-05 12:26:00,2010-11-14 11:32:00,192,25,0.62
14952.0,9529.86,21,2009-12-03 15:34:00,2010-11-08 12:21:00,339,31,1.86
14961.0,9365.47,13,2009-12-04 11:32:00,2010-11-25 09:46:00,355,14,1.1
15005.0,7789.33,29,2009-12-01 14:19:00,2010-12-08 14:36:00,372,1,2.34
15023.0,5363.67,10,2010-02-03 15:45:00,2010-12-05 13:49:00,304,4,0.99
15032.0,8821.55,7,2009-12-10 15:27:00,2010-12-08 13:30:00,362,1,0.58
15034.0,4004.79,6,2010-05-11 13:30:00,2010-11-18 14:07:00,191,21,0.94
15039.0,20116.99,47,2009-12-10 11:39:00,2010-12-06 11:26:00,360,3,3.92
15044.0,8248.960000000001,15,2009-12-16 15:13:00,2010-11-25 13:13:00,343,14,1.31
15061.0,83282.93,86,2009-12-01 12:18:00,2010-12-07 13:50:00,371,2,6.95
15078.0,8008.77,22,2009-12-04 12:03:00,2010-12-06 12:39:00,367,3,1.8
15093.0,9729.09,18,2009-12-08 12:46:00,2010-12-02 18:25:00,359,7,1.5
15125.0,5496.39,9,2010-03-31 13:29:00,2010-08-17 09:54:00,138,114,1.96
15144.0,5579.87,12,2009-12-13 11:35:00,2010-11-25 18:50:00,347,14,1.04
15179.0,5284.97,8,2009-12-03 12:27:00,2010-11-12 15:35:00,344,27,0.7
15194.0,4811.16,14,2009-12-03 10:37:00,2010-12-06 15:00:00,368,3,1.14
15218.0,5744.68,11,2010-01-26 11:33:00,2010-11-15 11:39:00,293,24,1.13
15251.0,9839.55,10,2010-01-29 12:42:00,2010-10-21 14:29:00,265,49,1.13
15260.0,7377.46,20,2009-12-06 11:45:00,2010-12-02 12:09:00,361,7,1.66
15270.0,6145.37,14,2009-12-17 15:02:00,2010-11-04 11:48:00,321,35,1.31
15281.0,6211.42,7,2010-10-08 12:14:00,2010-11-26 16:31:00,49,13,4.29
15291.0,9178.26,26,2009-12-03 11:09:00,2010-12-01 09:32:00,362,8,2.15
15296.0,6669.97,6,2010-01-21 13:48:00,2010-10-15 09:33:00,266,55,0.68
15298.0,4659.47,12,2009-12-08 17:04:00,2010-12-08 13:55:00,364,1,0.99
15311.0,55708.26,120,2009-12-01 11:21:00,2010-12-09 14:15:00,373,0,9.65
15321.0,3961.42,9,2010-02-03 09:47:00,2010-09-28 18:11:00,237,72,1.14
15332.0,4892.68,6,2010-07-14 13:01:00,2010-12-08 14:43:00,147,1,1.22
15358.0,8703.210000000001,22,2009-12-07 12:19:00,2010-12-09 10:04:00,366,0,1.8
15369.0,6251.26,11,2009-12-08 07:43:00,2010-08-04 13:54:00,239,127,1.38
15372.0,4009.66,7,2010-02-14 11:24:00,2010-09-15 14:52:00,213,85,0.99
15382.0,7777.84,6,2009-12-04 14:13:00,2010-11-30 09:46:00,360,9,0.5
15413.0,6798.72,5,2009-12-01 10:18:00,2010-01-17 11:33:00,47,326,3.19
15465.0,5301.03,15,2009-12-10 09:42:00,2010-12-05 10:12:00,360,4,1.25
15497.0,7395.19,7,2009-12-18 15:08:00,2010-11-22 13:15:00,338,17,0.62
15498.0,12723.18,19,2009-12-16 17:27:00,2010-12-08 14:46:00,356,1,1.6
15513.0,12992.33,18,2010-01-13 14:59:00,2010-12-09 09:23:00,329,0,1.64
15521.0,4095.89,8,2010-01-05 10:19:00,2010-11-04 18:40:00,303,35,0.79
15523.0,16947.98,15,2009-12-02 15:16:00,2010-11-16 15:27:00,349,23,1.29
15544.0,4615.72,12,2010-01-28 14:39:00,2010-12-02 12:47:00,307,7,1.17
15547.0,5145.15,12,2009-12-06 13:40:00,2010-11-28 13:56:00,357,11,1.01
15555.0,7300.04,22,2009-12-06 11:58:00,2010-12-09 16:53:00,368,0,1.79
15570.0,5145.52,14,2010-03-28 14:04:00,2010-12-05 12:57:00,251,4,1.67
15581.0,4097.72,25,2009-12-02 12:19:00,2010-12-08 14:38:00,371,1,2.02
15601.0,8183.56,17,2009-12-01 14:53:00,2010-12-02 10:39:00,365,7,1.4
15615.0,10974.23,24,2009-12-02 15:28:00,2010-11-14 12:07:00,346,25,2.08
15622.0,4143.05,8,2010-03-04 10:29:00,2010-10-08 14:35:00,218,62,1.1
15633.0,4352.46,13,2009-12-08 17:51:00,2010-07-18 13:54:00,221,144,1.76
15640.0,11407.12,15,2009-12-14 16:36:00,2010-12-02 15:40:00,352,7,1.28
15674.0,4501.63,8,2009-12-08 17:08:00,2010-10-18 12:46:00,313,52,0.77
15694.0,4331.41,12,2009-12-07 15:43:00,2010-12-09 09:30:00,366,0,0.98
15719.0,5177.45,18,2009-12-01 12:47:00,2010-11-23 13:07:00,357,16,1.51
15727.0,4266.55,8,2010-01-24 12:12:00,2010-11-17 13:49:00,297,22,0.81
15738.0,8560.550000000001,26,2009-12-10 15:52:00,2010-12-02 12:50:00,356,7,2.19
15750.0,4331.711,12,2009-12-01 17:19:00,2010-12-08 12:11:00,371,1,0.97
15768.0,14979.26,31,2009-12-03 12:10:00,2010-08-20 15:58:00,260,111,3.58
15769.0,32451.6,21,2009-12-11 09:58:00,2010-12-03 15:16:00,357,6,1.76
15805.0,4660.75,13,2009-12-10 12:57:00,2010-11-19 11:27:00,343,20,1.14
15808.0,14674.96,18,2009-12-01 16:30:00,2010-12-05 13:05:00,368,4,1.47
15823.0,3867.17,2,2009-12-08 15:12:00,2009-12-10 18:03:00,2,364,30.0
15838.0,40519.92,16,2009-12-15 09:51:00,2010-12-07 11:26:00,357,2,1.34
15856.0,17832.77,26,2009-12-03 14:02:00,2010-12-09 13:34:00,370,0,2.11
15867.0,5204.42,17,2009-12-14 15:16:00,2010-12-05 14:17:00,355,4,1.44
15874.0,6878.88,14,2010-01-07 13:56:00,2010-11-17 10:32:00,313,22,1.34
15898.0,4203.68,22,2009-12-11 16:11:00,2010-12-07 13:30:00,360,2,1.83
15903.0,3813.08,5,2010-01-14 10:57:00,2010-11-26 12:44:00,316,13,0.47
15950.0,5415.2,6,2010-01-26 11:39:00,2010-11-29 17:00:00,307,10,0.59
15955.0,4242.1,9,2010-02-23 16:36:00,2010-12-02 11:22:00,281,7,0.96
15980.0,4194.82,4,2010-06-01 14:40:00,2010-08-06 12:35:00,65,125,1.85
15981.0,5954.29,13,2010-03-29 10:07:00,2010-11-03 09:51:00,218,36,1.79
15984.0,5921.65,21,2009-12-01 13:38:00,2010-12-06 13:21:00,369,3,1.71
15998.0,5218.37,11,2009-12-01 11:45:00,2010-11-11 16:27:00,345,28,0.96
16008.0,4905.35,12,2010-03-19 11:07:00,2010-11-22 13:22:00,248,17,1.45
16013.0,20315.84,39,2009-12-08 10:24:00,2010-12-03 13:10:00,360,6,3.25
16019.0,13679.61,18,2009-12-14 14:12:00,2010-11-23 13:14:00,343,16,1.57
16029.0,41184.3,47,2009-12-08 11:23:00,2010-12-02 17:40:00,359,7,3.93
16103.0,4762.07,16,2010-01-08 12:08:00,2010-11-15 16:44:00,311,24,1.54
16118.0,4376.25,1,2010-02-25 09:40:00,2010-02-25 09:40:00,1,287,30.0
16125.0,4298.3,14,2009-12-14 15:38:00,2010-12-07 15:48:00,358,2,1.17
16126.0,8359.03,11,2009-12-02 13:34:00,2010-11-25 13:41:00,358,14,0.92
16131.0,6450.88,6,2009-12-02 10:09:00,2010-11-29 13:20:00,362,10,0.5
16133.0,8403.22,23,2010-03-31 12:21:00,2010-11-28 12:08:00,241,11,2.86
16161.0,7256.24,25,2010-02-08 11:06:00,2010-12-06 10:03:00,300,3,2.5
16168.0,6848.87,40,2009-12-03 12:38:00,2010-12-05 11:38:00,366,4,3.28
16170.0,4983.95,14,2010-02-18 13:50:00,2010-11-09 10:13:00,263,30,1.6
16180.0,5995.69,5,2010-06-23 13:19:00,2010-08-18 16:18:00,56,113,2.68
16186.0,5019.17,15,2009-12-09 15:36:00,2010-12-02 14:40:00,357,7,1.26
16191.0,10507.5,11,2009-12-11 12:24:00,2010-11-29 11:45:00,352,10,0.94
16200.0,4562.83,10,2009-12-02 15:04:00,2010-11-22 11:57:00,354,17,0.85
16210.0,17393.21,18,2009-12-02 12:54:00,2010-12-06 11:06:00,368,3,1.47
16242.0,3871.19,7,2010-03-15 16:02:00,2010-11-23 16:41:00,253,16,0.83
16258.0,6739.01,10,2010-03-10 14:19:00,2010-11-17 11:48:00,251,22,1.2
