Customer ID,TotalSpent,Frequency,FirstInvoiceDate,LastInvoiceDate,CustomerLifespan,Recency
12459.0,398.36,1,2010-04-13 14:53:00,2010-04-13 14:53:00,1,240
12460.0,296.65,1,2010-09-09 13:51:00,2010-09-09 13:51:00,1,91
12467.0,132.8,1,2010-10-12 15:41:00,2010-10-12 15:41:00,1,58
12468.0,2581.2,3,2010-01-26 10:09:00,2010-07-01 10:28:00,156,161
12469.0,3070.54,2,2010-06-21 10:30:00,2010-07-05 12:40:00,14,157
12470.0,211.95,1,2010-01-19 11:01:00,2010-01-19 11:01:00,1,324
12475.0,396.26,1,2010-10-26 08:49:00,2010-10-26 08:49:00,1,44
12480.0,1949.22,3,2010-07-20 13:21:00,2010-11-05 15:08:00,108,34
12483.0,2181.6,11,2010-01-31 13:28:00,2010-11-26 12:35:00,298,13
12484.0,1619.43,5,2010-01-27 16:41:00,2010-08-13 13:45:00,197,118
12485.0,708.1,1,2010-06-28 15:22:00,2010-06-28 15:22:00,1,164
12486.0,917.28,1,2010-10-04 12:14:00,2010-10-04 12:14:00,1,66
12487.0,285.29999999999995,1,2009-12-09 11:36:00,2009-12-09 11:36:00,1,365
12492.0,380.0,1,2010-11-01 14:58:00,2010-11-01 14:58:00,1,38
12494.0,518.77,3,2010-05-12 13:52:00,2010-12-09 11:31:00,210,0
12495.0,277.4,1,2010-03-09 10:53:00,2010-03-09 10:53:00,1,275
12496.0,54.09,2,2010-03-29 13:57:00,2010-03-29 14:06:00,1,255
12499.0,357.72,1,2010-05-28 15:12:00,2010-05-28 15:12:00,1,195
12500.0,1499.39,7,2010-02-04 15:05:00,2010-09-30 18:45:00,238,70
12503.0,896.0,1,2010-05-04 13:59:00,2010-05-04 13:59:00,1,219
12504.0,261.0,2,2010-04-22 10:24:00,2010-10-18 15:09:00,179,52
12505.0,787.2,1,2010-10-27 09:18:00,2010-10-27 09:18:00,1,43
12507.0,455.25,1,2010-05-04 09:23:00,2010-05-04 09:23:00,1,219
12510.0,2224.46,5,2009-12-04 13:47:00,2010-09-06 14:27:00,276,94
12511.0,3084.02,1,2010-10-07 10:39:00,2010-10-07 10:39:00,1,63
12514.0,580.08,1,2010-03-08 12:18:00,2010-03-08 12:18:00,1,276
12516.0,1102.56,2,2010-04-19 14:14:00,2010-10-05 09:43:00,168,65
12519.0,349.7,1,2010-08-20 08:21:00,2010-08-20 08:21:00,1,111
12525.0,883.73,3,2010-03-02 14:01:00,2010-07-29 16:08:00,149,133
12527.0,386.8,2,2010-06-28 15:37:00,2010-08-02 12:23:00,34,129
12529.0,316.48,1,2010-06-29 13:10:00,2010-06-29 13:10:00,1,163
12530.0,1880.98,5,2010-03-07 14:37:00,2010-10-20 15:15:00,227,50
12531.0,1645.98,1,2010-01-22 14:17:00,2010-01-22 14:17:00,1,321
12533.0,1223.89,2,2009-12-01 11:50:00,2010-03-22 10:56:00,110,262
12537.0,612.94,1,2010-10-27 08:36:00,2010-10-27 08:36:00,1,43
12538.0,276.5,1,2010-11-26 13:02:00,2010-11-26 13:02:00,1,13
12542.0,481.88,2,2010-03-09 16:26:00,2010-08-12 19:12:00,156,119
12543.0,840.25,1,2010-09-17 15:51:00,2010-09-17 15:51:00,1,83
12547.0,147.78,1,2010-07-27 13:55:00,2010-07-27 13:55:00,1,135
12549.0,1570.68,5,2010-01-11 12:29:00,2010-05-13 12:05:00,121,210
12553.0,826.47,2,2010-10-12 13:35:00,2010-11-19 12:18:00,37,20
12554.0,384.5,1,2010-09-17 12:29:00,2010-09-17 12:29:00,1,83
12562.0,1041.18,2,2010-09-30 13:13:00,2010-11-19 09:35:00,49,20
12563.0,221.24,1,2010-10-27 09:52:00,2010-10-27 09:52:00,1,43
12568.0,52.0,1,2010-03-05 09:15:00,2010-03-05 09:15:00,1,279
12573.0,556.87,4,2010-08-31 17:25:00,2010-11-23 13:01:00,83,16
12575.0,568.8199999999999,2,2010-07-01 09:15:00,2010-09-08 13:09:00,69,92
12576.0,746.89,3,2010-07-01 13:46:00,2010-11-12 12:44:00,133,27
12577.0,995.95,5,2009-12-03 19:31:00,2010-11-23 14:06:00,354,16
12578.0,1623.94,2,2010-09-22 11:19:00,2010-11-19 17:21:00,58,20
12580.0,583.1999999999999,1,2010-05-12 11:45:00,2010-05-12 11:45:00,1,211
12582.0,1469.04,2,2010-05-11 09:55:00,2010-10-13 10:52:00,155,57
12586.0,1865.73,3,2009-12-16 13:15:00,2010-11-30 10:47:00,348,9
12588.0,543.88,2,2010-04-21 12:22:00,2010-11-05 12:38:00,198,34
12589.0,2720.23,4,2010-01-19 12:26:00,2010-10-14 11:54:00,267,56
12591.0,759.3,2,2010-10-27 10:42:00,2010-11-14 14:32:00,18,25
12592.0,1322.04,2,2010-07-08 14:06:00,2010-07-08 14:26:00,1,154
12594.0,1681.89,5,2010-03-03 13:51:00,2010-11-26 12:17:00,267,13
12595.0,281.02,1,2010-07-23 09:10:00,2010-07-23 09:10:00,1,139
12598.0,1385.01,3,2010-03-01 09:58:00,2010-09-02 14:22:00,185,98
12599.0,1138.14,6,2010-05-11 10:42:00,2010-11-23 15:49:00,196,16
12600.0,2133.31,11,2009-12-07 13:37:00,2010-12-03 12:57:00,360,6
12601.0,86.2,1,2010-10-31 10:57:00,2010-10-31 10:57:00,1,39
12605.0,1124.95,3,2010-09-07 14:21:00,2010-11-28 14:18:00,81,11
12608.0,415.79,1,2010-10-31 10:49:00,2010-10-31 10:49:00,1,39
12609.0,2057.01,6,2009-12-20 13:30:00,2010-11-30 14:48:00,345,9
12613.0,3202.69,5,2009-12-14 13:10:00,2010-11-16 17:17:00,337,23
12615.0,3269.79,4,2010-03-18 14:09:00,2010-10-22 09:45:00,217,48
12616.0,381.8,1,2010-11-16 11:38:00,2010-11-16 11:38:00,1,23
12619.0,140.14,1,2010-05-28 12:52:00,2010-05-28 12:52:00,1,195
12623.0,3046.74,6,2010-01-12 11:45:00,2010-10-19 09:35:00,279,51
12625.0,2265.06,2,2010-04-22 11:33:00,2010-07-18 15:56:00,87,144
12629.0,1198.22,2,2010-10-12 16:40:00,2010-11-19 09:18:00,37,20
12631.0,2841.07,5,2010-01-15 14:50:00,2010-09-09 14:50:00,237,91
12632.0,714.88,2,2010-05-24 09:07:00,2010-07-07 09:39:00,44,155
12633.0,3226.18,3,2010-07-02 11:44:00,2010-11-22 13:09:00,143,17
12634.0,360.0,1,2010-06-09 15:41:00,2010-06-09 15:41:00,1,183
12635.0,1115.23,2,2010-09-09 10:50:00,2010-11-12 15:46:00,64,27
12637.0,2318.41,4,2010-06-14 13:36:00,2010-11-26 13:50:00,165,13
12638.0,169.8,1,2010-03-10 10:30:00,2010-03-10 10:30:00,1,274
12639.0,706.27,2,2010-03-22 09:05:00,2010-10-01 12:17:00,193,69
12644.0,1422.58,3,2010-01-14 13:02:00,2010-10-05 10:23:00,263,65
12645.0,1584.12,4,2010-02-09 10:49:00,2010-10-26 18:44:00,259,44
12648.0,738.95,3,2010-01-07 18:38:00,2010-09-28 10:35:00,263,72
12649.0,1527.14,5,2010-01-12 17:24:00,2010-11-22 12:57:00,313,17
12651.0,263.75,3,2010-08-31 15:21:00,2010-11-26 11:58:00,86,13
12652.0,97.05,1,2010-10-01 15:16:00,2010-10-01 15:16:00,1,69
12653.0,1950.98,1,2010-07-01 09:56:00,2010-07-01 09:56:00,1,161
12655.0,243.35,1,2010-10-12 09:17:00,2010-10-12 09:17:00,1,58
12656.0,2104.66,3,2010-05-26 09:00:00,2010-10-10 10:43:00,137,60
12661.0,162.0,1,2010-09-29 16:46:00,2010-09-29 16:46:00,1,71
12662.0,2830.24,10,2010-04-01 09:50:00,2010-12-01 13:04:00,244,8
12663.0,185.4,2,2010-02-09 14:28:00,2010-03-25 09:40:00,43,259
12664.0,1028.16,2,2009-12-13 10:28:00,2010-07-13 13:28:00,212,149
12665.0,214.6,2,2010-02-08 15:11:00,2010-10-18 11:34:00,251,52
12666.0,1248.42,1,2010-11-10 16:40:00,2010-11-10 16:40:00,1,29
12670.0,692.24,2,2010-02-11 10:13:00,2010-11-19 10:05:00,280,20
12671.0,2622.481,1,2010-04-12 16:30:00,2010-04-12 16:30:00,1,241
12672.0,181.15,1,2010-04-23 09:57:00,2010-04-23 09:57:00,1,230
12673.0,565.5,1,2010-11-03 10:46:00,2010-11-03 10:46:00,1,36
12675.0,874.5,2,2010-05-10 16:44:00,2010-06-04 09:49:00,24,188
12676.0,1241.7,4,2010-08-13 13:29:00,2010-10-27 09:36:00,74,43
12677.0,359.1,2,2010-02-11 13:55:00,2010-06-02 14:30:00,111,190
12683.0,3788.21,8,2009-12-13 15:01:00,2010-12-09 12:17:00,360,0
12686.0,71.14,1,2010-12-03 09:51:00,2010-12-03 09:51:00,1,6
12687.0,1858.91,1,2010-08-16 12:12:00,2010-08-16 12:12:00,1,115
12691.0,116.6,1,2010-10-15 12:00:00,2010-10-15 12:00:00,1,55
12692.0,110.95,1,2010-03-12 14:02:00,2010-03-12 14:02:00,1,272
12693.0,703.11,3,2010-07-05 13:56:00,2010-11-08 14:57:00,126,31
12694.0,901.68,1,2010-10-14 19:39:00,2010-10-14 19:39:00,1,56
12695.0,789.02,3,2010-02-12 13:22:00,2010-06-29 16:12:00,137,163
12696.0,731.91,2,2010-07-19 10:02:00,2010-10-01 10:43:00,74,69
12698.0,285.75,1,2010-04-28 15:51:00,2010-04-28 15:51:00,1,225
12699.0,566.11,1,2010-10-18 12:07:00,2010-10-18 12:07:00,1,52
12701.0,1522.7,4,2010-03-16 13:23:00,2010-06-28 13:44:00,104,164
12703.0,632.98,3,2010-01-24 12:05:00,2010-03-16 13:22:00,51,268
12708.0,2295.19,9,2009-12-18 10:25:00,2010-12-06 10:43:00,353,3
12711.0,1213.05,2,2010-02-01 11:30:00,2010-04-07 11:59:00,65,246
12712.0,2473.53,10,2009-12-09 10:46:00,2010-12-09 11:39:00,365,0
12717.0,227.93,1,2010-04-28 14:34:00,2010-04-28 14:34:00,1,225
12720.0,2190.94,5,2010-07-21 09:46:00,2010-12-05 15:21:00,137,4
12721.0,1248.95,2,2010-08-25 11:07:00,2010-11-19 15:13:00,86,20
12724.0,1160.11,3,2010-06-22 14:00:00,2010-11-21 13:26:00,151,18
12725.0,1906.76,3,2010-05-04 13:59:00,2010-12-03 15:45:00,213,6
12726.0,1279.5,4,2010-03-25 16:25:00,2010-11-17 16:59:00,237,22
12727.0,1464.8300000000002,3,2010-02-23 09:54:00,2010-09-23 10:45:00,212,77
12728.0,197.84,1,2010-11-21 11:34:00,2010-11-21 11:34:00,1,18
12730.0,703.25,1,2010-07-06 12:19:00,2010-07-06 12:19:00,1,156
12733.0,2040.07,3,2010-01-19 13:23:00,2010-11-15 13:56:00,300,24
12734.0,493.25,2,2010-11-12 13:26:00,2010-11-30 11:05:00,17,9
12738.0,137.35,1,2010-12-02 18:27:00,2010-12-02 18:27:00,1,7
12739.0,1445.69,1,2010-11-10 14:27:00,2010-11-10 14:27:00,1,29
12741.0,236.07,1,2010-06-24 16:24:00,2010-06-24 16:24:00,1,168
12742.0,1201.52,1,2010-03-24 12:43:00,2010-03-24 12:43:00,1,260
12745.0,723.85,2,2010-05-14 16:50:00,2010-08-10 10:14:00,87,121
12746.0,254.55,1,2010-06-17 10:41:00,2010-06-17 10:41:00,1,175
12749.0,2806.48,4,2010-07-06 15:05:00,2010-11-05 13:56:00,121,34
12751.0,268.27,1,2010-09-21 12:49:00,2010-09-21 12:49:00,1,79
12759.0,3207.3,5,2009-12-04 10:47:00,2010-11-18 19:14:00,349,21
12760.0,317.8,1,2010-09-10 08:50:00,2010-09-10 08:50:00,1,90
12761.0,712.95,1,2010-09-01 10:47:00,2010-09-01 10:47:00,1,99
12763.0,320.08,1,2010-12-05 15:46:00,2010-12-05 15:46:00,1,4
12765.0,1299.58,6,2010-03-08 09:43:00,2010-08-24 13:51:00,169,107
12766.0,2658.65,3,2010-10-28 09:29:00,2010-12-08 13:53:00,41,1
12767.0,949.82,1,2010-11-29 09:38:00,2010-11-29 09:38:00,1,10
12768.0,168.69000000000003,1,2010-09-15 12:08:00,2010-09-15 12:08:00,1,85
12770.0,1895.0,1,2010-09-09 11:43:00,2010-09-09 11:43:00,1,91
12771.0,226.3,1,2010-08-11 11:51:00,2010-08-11 11:51:00,1,120
12773.0,124.25,1,2010-05-24 17:30:00,2010-05-24 17:30:00,1,199
12774.0,83.7,1,2010-06-22 10:38:00,2010-06-22 10:38:00,1,170
12775.0,270.08,2,2010-10-26 14:24:00,2010-11-16 15:14:00,21,23
12776.0,27.5,1,2010-02-10 12:11:00,2010-02-10 12:11:00,1,302
12777.0,519.45,1,2010-09-08 11:35:00,2010-09-08 11:35:00,1,92
12778.0,848.45,3,2010-04-16 09:57:00,2010-11-08 10:51:00,206,31
12779.0,2740.91,7,2009-12-03 07:25:00,2010-12-03 13:40:00,365,6
12780.0,322.4,1,2010-04-20 09:40:00,2010-04-20 09:40:00,1,233
12782.0,1923.32,6,2010-07-08 13:31:00,2010-11-30 11:37:00,144,9
12784.0,1034.33,1,2010-06-28 13:06:00,2010-06-28 13:06:00,1,164
12785.0,648.45,2,2009-12-08 13:56:00,2010-06-22 12:16:00,195,170
12786.0,668.5,1,2010-04-09 12:12:00,2010-04-09 12:12:00,1,244
12787.0,380.52,1,2010-10-22 14:57:00,2010-10-22 14:57:00,1,48
12788.0,384.9,4,2010-06-29 13:05:00,2010-09-02 14:21:00,65,98
12789.0,148.5,2,2010-01-15 12:06:00,2010-07-15 12:43:00,181,147
12790.0,251.93,1,2010-10-25 13:04:00,2010-10-25 13:04:00,1,45
12791.0,656.83,5,2010-03-25 17:29:00,2010-12-01 11:27:00,250,8
12792.0,370.47,1,2010-06-23 10:49:00,2010-06-23 10:49:00,1,169
12793.0,387.85,2,2010-11-03 13:05:00,2010-12-03 15:14:00,30,6
12796.0,351.0,1,2010-03-21 15:49:00,2010-03-21 15:49:00,1,263
12797.0,468.08,2,2010-10-11 12:53:00,2010-12-09 10:55:00,58,0
12798.0,1533.89,1,2010-10-14 12:27:00,2010-10-14 12:27:00,1,56
12799.0,219.35,1,2010-06-28 15:57:00,2010-06-28 15:57:00,1,164
12800.0,500.25,2,2010-02-01 11:02:00,2010-08-26 14:11:00,206,105
12801.0,871.82,1,2010-07-27 09:38:00,2010-07-27 09:38:00,1,135
12802.0,1788.84,4,2010-05-25 09:34:00,2010-09-21 15:57:00,119,79
12803.0,1017.81,1,2010-11-11 14:57:00,2010-11-11 14:57:00,1,28
12804.0,327.02,2,2010-07-27 13:52:00,2010-08-31 11:58:00,34,100
12805.0,1230.95,4,2010-02-03 09:06:00,2010-11-23 12:27:00,293,16
12806.0,2558.96,2,2010-04-30 10:44:00,2010-05-16 13:49:00,16,207
12807.0,250.35,1,2010-11-21 14:21:00,2010-11-21 14:21:00,1,18
12808.0,394.45,3,2010-09-03 10:24:00,2010-12-06 10:27:00,94,3
12809.0,979.03,2,2010-03-02 14:19:00,2010-05-23 11:08:00,81,200
12810.0,534.99,2,2010-02-01 09:52:00,2010-06-23 10:53:00,142,169
12811.0,435.05,2,2010-10-08 12:20:00,2010-11-26 09:49:00,48,13
12813.0,1621.8,3,2010-01-15 16:52:00,2010-07-26 09:50:00,191,136
12817.0,444.94,2,2010-10-01 08:57:00,2010-11-05 08:28:00,34,34
12819.0,540.52,1,2010-09-07 15:20:00,2010-09-07 15:20:00,1,93
12820.0,1747.18,7,2009-12-05 13:37:00,2010-11-07 14:26:00,337,32
12821.0,128.07999999999998,1,2010-04-07 15:14:00,2010-04-07 15:14:00,1,246
12825.0,518.63,2,2010-03-08 10:17:00,2010-07-06 13:56:00,120,156
12826.0,1481.03,6,2009-12-18 10:43:00,2010-12-09 15:21:00,356,0
12829.0,92.3,1,2010-06-07 15:04:00,2010-06-07 15:04:00,1,185
12831.0,236.06,2,2010-09-02 15:58:00,2010-09-02 16:00:00,1,98
12837.0,554.31,1,2010-05-19 15:10:00,2010-05-19 15:10:00,1,204
12838.0,2715.35,9,2010-04-26 09:59:00,2010-12-01 11:57:00,219,8
12840.0,1315.2,3,2010-02-03 14:51:00,2010-09-28 17:58:00,237,72
12842.0,799.0,2,2009-12-02 08:15:00,2010-10-31 10:45:00,333,39
12844.0,322.64,2,2010-04-25 11:51:00,2010-09-23 16:23:00,151,77
12847.0,765.36,1,2010-11-17 12:44:00,2010-11-17 12:44:00,1,22
12848.0,208.0,1,2010-02-02 12:45:00,2010-02-02 12:45:00,1,310
12849.0,2030.82,4,2010-04-27 13:44:00,2010-11-23 11:41:00,209,16
12850.0,330.0,1,2010-09-20 12:26:00,2010-09-20 12:26:00,1,80
12851.0,148.95,1,2010-08-19 15:13:00,2010-08-19 15:13:00,1,112
12853.0,1950.4,5,2010-02-05 11:57:00,2010-10-08 14:51:00,245,62
12854.0,1669.52,4,2009-12-11 12:55:00,2010-05-27 16:54:00,167,196
12855.0,612.84,4,2010-11-02 18:16:00,2010-12-02 09:37:00,29,7
12857.0,2581.6,4,2010-01-25 15:37:00,2010-09-29 16:49:00,247,71
12858.0,177.92,1,2010-11-21 12:55:00,2010-11-21 12:55:00,1,18
12859.0,575.1,1,2010-09-07 12:20:00,2010-09-07 12:20:00,1,93
12860.0,55.47,1,2010-01-15 15:22:00,2010-01-15 15:22:00,1,328
12861.0,68.25,1,2010-03-30 11:39:00,2010-03-30 11:39:00,1,254
12862.0,1008.32,2,2010-08-01 15:20:00,2010-10-10 11:47:00,69,60
12863.0,2271.35,5,2010-04-29 13:54:00,2010-11-25 17:47:00,210,14
12864.0,152.45,1,2010-07-19 17:22:00,2010-07-19 17:22:00,1,143
12865.0,1755.24,2,2010-08-20 12:20:00,2010-11-26 15:37:00,98,13
12866.0,593.23,2,2010-07-25 11:37:00,2010-08-22 15:48:00,28,109
12868.0,640.0,3,2010-11-12 10:05:00,2010-12-01 12:50:00,19,8
12869.0,337.67,1,2010-01-27 12:10:00,2010-01-27 12:10:00,1,316
12870.0,1676.95,3,2010-03-25 14:32:00,2010-11-29 13:42:00,248,10
12871.0,363.38,1,2010-09-26 10:34:00,2010-09-26 10:34:00,1,74
12872.0,3085.52,11,2009-12-03 20:03:00,2010-12-09 14:44:00,370,0
12873.0,1653.3,2,2010-01-27 09:50:00,2010-11-07 11:15:00,284,32
12874.0,873.42,2,2010-06-03 12:51:00,2010-11-19 15:23:00,169,20
12875.0,1013.76,3,2010-01-11 12:37:00,2010-08-25 14:35:00,226,106
12876.0,1698.77,2,2010-04-28 13:26:00,2010-11-10 12:21:00,195,29
12877.0,1419.4,8,2010-01-18 10:23:00,2010-11-03 13:53:00,289,36
12880.0,640.13,2,2010-05-14 11:57:00,2010-11-23 10:50:00,192,16
12887.0,222.4,1,2010-11-21 11:18:00,2010-11-21 11:18:00,1,18
12889.0,385.46,4,2010-07-25 14:32:00,2010-11-23 16:08:00,121,16
12890.0,336.8,1,2010-11-17 14:05:00,2010-11-17 14:06:00,1,22
12891.0,509.5,8,2010-02-18 14:32:00,2010-09-07 15:31:00,201,93
12892.0,263.38,1,2010-11-08 09:51:00,2010-11-08 09:51:00,1,31
12894.0,157.35,1,2010-05-13 14:47:00,2010-05-13 14:47:00,1,210
12897.0,297.75,2,2010-06-14 11:58:00,2010-11-23 13:29:00,162,16
12898.0,310.96000000000004,2,2010-02-18 12:36:00,2010-09-02 08:08:00,195,98
12899.0,366.4,1,2010-10-22 09:53:00,2010-10-22 09:53:00,1,48
12900.0,340.33,1,2010-10-13 15:17:00,2010-10-13 15:17:00,1,57
12903.0,833.53,1,2010-10-07 12:39:00,2010-10-07 12:39:00,1,63
12905.0,1018.42,2,2010-01-26 14:06:00,2010-05-12 10:05:00,105,211
12907.0,508.91,2,2010-08-02 14:33:00,2010-11-09 12:08:00,98,30
12908.0,1026.0,3,2010-03-19 15:59:00,2010-11-24 09:29:00,249,15
12909.0,924.52,3,2010-02-24 12:14:00,2010-10-11 09:44:00,228,59
12910.0,2721.48,5,2010-03-28 13:10:00,2010-11-25 12:27:00,241,14
12911.0,1680.47,1,2010-06-06 12:13:00,2010-06-06 12:13:00,1,186
12914.0,223.98,1,2010-11-04 12:28:00,2010-11-04 12:28:00,1,35
12915.0,811.1,3,2010-04-29 19:36:00,2010-12-02 12:33:00,216,7
12916.0,1647.87,3,2010-01-24 11:26:00,2010-09-23 11:57:00,242,77
12917.0,3765.2,5,2009-12-09 14:22:00,2010-11-04 15:56:00,330,35
12920.0,323.86,3,2009-12-14 15:58:00,2010-05-17 12:57:00,153,206
12923.0,612.9,2,2010-05-13 14:55:00,2010-11-14 13:16:00,184,25
12924.0,1535.7,8,2009-12-09 12:40:00,2010-11-11 15:21:00,337,28
12925.0,35.28,1,2010-04-26 10:32:00,2010-04-26 10:32:00,1,227
12926.0,1548.08,4,2009-12-14 14:35:00,2010-10-24 15:57:00,314,46
12927.0,197.31,1,2010-11-10 10:02:00,2010-11-10 10:02:00,1,29
12928.0,2242.19,7,2010-06-08 10:16:00,2010-11-26 15:53:00,171,13
12932.0,1698.56,8,2010-02-10 08:46:00,2010-06-18 14:22:00,128,174
12933.0,1079.5,5,2009-12-10 16:39:00,2010-11-24 17:11:00,349,15
12934.0,181.65,1,2009-12-03 10:51:00,2009-12-03 10:51:00,1,371
12935.0,2083.16,8,2010-04-11 15:59:00,2010-11-29 13:55:00,231,10
12937.0,1593.34,5,2009-12-03 15:43:00,2010-09-02 16:01:00,273,98
12941.0,377.49,1,2009-12-15 13:12:00,2009-12-15 13:12:00,1,359
12942.0,258.75,1,2010-12-09 09:34:00,2010-12-09 09:34:00,1,0
12943.0,496.5,2,2010-04-13 11:03:00,2010-05-30 13:52:00,47,193
12945.0,437.16,1,2010-02-21 15:18:00,2010-02-21 15:18:00,1,291
12946.0,324.45,1,2010-09-29 10:14:00,2010-09-29 10:14:00,1,71
12947.0,304.04,1,2010-12-01 16:21:00,2010-12-01 16:21:00,1,8
